,1980,1985,1990,1995,2000,2005,2010,2015,Baseline,Observed
Jan,0.374808163,0.28384594,0.272601499,0.281801496,0.269001501,0.274201499,0.28806816,0.282690384,0.381590257,0.335339334
Jan,0.375319274,0.284045939,0.272723722,0.281957051,0.26909039,0.274323721,0.288257049,0.282868162,0.38230311,0.337537779
Jan,0.375830385,0.284245939,0.272845944,0.282112607,0.269179279,0.274445943,0.288445938,0.28304594,0.383015963,0.33990071
Jan,0.376341496,0.284445939,0.272968166,0.282268162,0.269268167,0.274568165,0.288634826,0.283223717,0.383728817,0.342414935
Jan,0.376852606,0.284645939,0.273090388,0.282423718,0.269357056,0.274690388,0.288823715,0.283401495,0.38444167,0.345065476
Jan,0.377363717,0.284845939,0.27321261,0.282579273,0.269445945,0.27481261,0.289012604,0.283579273,0.383459416,0.347835786
Jan,0.377874828,0.285045939,0.273334832,0.282734829,0.269534834,0.274934832,0.289201493,0.283757051,0.382477161,0.350707979
Jan,0.378385939,0.285245939,0.273457055,0.282890384,0.269623723,0.275057054,0.289390382,0.283934828,0.381494907,0.353663051
Jan,0.37889705,0.285445939,0.273579277,0.28304594,0.269712612,0.275179276,0.28957927,0.284112606,0.380512652,0.356681102
Jan,0.379408161,0.285645939,0.273701499,0.283201495,0.269801501,0.275301498,0.289768159,0.284290384,0.379530397,0.359741562
Jan,0.379919272,0.285845939,0.273823721,0.283357051,0.269890389,0.275423721,0.289957048,0.284468161,0.378548143,0.362823411
Jan,0.380430383,0.286045939,0.273945943,0.283512606,0.269979278,0.275545943,0.290145937,0.284645939,0.377565888,0.365905405
Jan,0.380941494,0.286245939,0.274068165,0.283668162,0.270068167,0.275668165,0.290334826,0.284823717,0.376583634,0.368966299
Jan,0.381452605,0.286445938,0.274190388,0.283823717,0.270157056,0.275790387,0.290523714,0.285001494,0.375601379,0.371985069
Jan,0.381963715,0.286645938,0.27431261,0.283979273,0.270245945,0.275912609,0.290712603,0.285179272,0.374619125,0.374941138
Jan,0.382474826,0.286845938,0.274434832,0.284134828,0.270334834,0.276034831,0.290901492,0.28535705,0.37363687,0.377814594
Jan,0.381290829,0.287045938,0.274557054,0.284290384,0.270423723,0.276157054,0.291090381,0.285534828,0.372654615,0.38058642
Jan,0.380106832,0.287245938,0.274679276,0.284445939,0.270512611,0.276279276,0.29127927,0.285712605,0.373367469,0.383238714
Jan,0.378922835,0.287445938,0.274801499,0.284601495,0.2706015,0.276401498,0.291468159,0.285890383,0.374080322,0.38575491
Jan,0.379433946,0.287645938,0.274923721,0.28475705,0.270690389,0.27652372,0.291657047,0.286068161,0.374793176,0.388120006
